cast,genres,movie_id,original_title,plot
"['Nick Swardson', 'Christina Ricci', 'Stephen ...",['Comedy'],67911,Bucky Larson: Born to Be a Star,A kid from the Midwest moves out to Hollywood ...
"['Damon Wayans', 'Savion Glover', 'Tommy David...","['Comedy', 'Drama']",24664,Bamboozled,TV producer Pierre Delacroix (Damon Wayans) be...
"['Natalie Dormer', 'Taylor Kinney', 'Yukiyoshi...","['Horror', 'Thriller']",329440,The Forest,"Set in the Aokigahara Forest, a real-life plac..."
"['Lesley-Anne Down', 'Frank Langella', 'Mauric...","['Adventure', 'Mystery', 'Thriller']",47890,Sphinx,Egyptologist Erica Baron finds more than she b...
"['Ben Stiller', 'Naomi Watts', 'Adam Driver']","['Comedy', 'Drama', 'Mystery']",252512,While We're Young,An uptight documentary filmmaker and his wife ...
"['Demián Bichir', 'José Julián', 'Chelsea Rend...",['Drama'],55720,A Better Life,A gardener in East L.A. struggles to keep his ...
"['Ralph Fiennes', 'Miranda Richardson', 'Gabri...","['Drama', 'Mystery', 'Thriller']",9613,Spider,A mentally disturbed man takes residence in a ...
"['Sandra Bullock', 'Liam Neeson', 'Oliver Platt']","['Action', 'Comedy', 'Romance']",29076,Gun Shy,Legendary undercover DEA agent Charlie Mayough...
"['Charlie Hunnam', 'Nathan Lane', 'Jim Broadbe...","['Adventure', 'Drama', 'Action']",29339,Nicholas Nickleby,The Charles Dickens story of Nicholas Nickleby...
"['Michael Shannon', 'Winona Ryder', 'Ray Liotta']","['Thriller', 'Crime', 'Drama']",68812,The Iceman,"The true story of Richard Kuklinski, the notor..."
"['Hrithik Roshan', 'Naseeruddin Shah', 'Priyan...","['Action', 'Science Fiction']",32740,कृष,Krishna (Roshan) is born with magical powers -...
"['Melanie Griffith', 'Stephen Dorff', 'Alicia ...","['Thriller', 'Comedy', 'Crime']",14195,Cecil B. Demented,An insane independent film director and his re...
"['Matthew McConaughey', 'Emile Hirsch', 'Thoma...","['Crime', 'Drama', 'Thriller']",73567,Killer Joe,A cop (Matthew McConaughey) who moonlights as ...
"['David Duchovny', 'Demi Moore', 'Amber Heard']","['Comedy', 'Drama']",41479,The Joneses,A seemingly perfect family moves into a suburb...
"['Philip Seymour Hoffman', 'Minnie Driver', 'J...","['Crime', 'Drama', 'Thriller']",15394,Owning Mahowny,Dan Mahowny was a rising star at the Canadian ...
"['Will Arnett', 'Will Forte', 'Kristen Wiig']",['Comedy'],10071,The Brothers Solomon,"A pair of well-meaning, but socially inept bro..."
"['Norah Jones', 'Jude Law', 'Natalie Portman']","['Drama', 'Romance']",1989,My Blueberry Nights,Elizabeth has just been through a particularly...
"['John Turturro', 'Christopher Walken', 'Susan...",['Drama'],91076,Illuminata,"It's the start of the 20th century, and Tuccio..."
"['Madonna', 'Adriano Giannini', 'Bruce Greenwo...","['Comedy', 'Romance']",12779,Swept Away,Stranded and alone on a desert island during a...
"['John Cusack', 'Hilary Duff', 'Marisa Tomei']","['Action', 'Adventure', 'Comedy']",13191,"War, Inc.","War Inc. is set in the future, when the fictio..."
"['Stephen Chow', 'Ng Man-Tat', 'Patrick Tse Yin']","['Action', 'Comedy']",11770,少林足球,A young Shaolin follower reunites with his dis...
"['Vincent Gallo', 'Chloë Sevigny', 'Cheryl Tie...",['Drama'],12703,The Brown Bunny,Bud Clay races motorcycles in the 250cc Formul...
"['Michel Serrault', 'Isabelle Huppert', 'Franç...","['Comedy', 'Crime', 'Thriller']",64559,Rien ne va plus,Betty and Victor are a pair of scam artists. O...
"['Gael García Bernal', 'Shohreh Aghdashloo', '...",['Drama'],222649,Rosewater,"In 2009, Iranian Canadian journalist Maziar Ba..."
"['Olivier Martinez', 'Aitana Sánchez-Gijón', '...",['Drama'],115872,La femme de chambre du Titanic,"Horty, a French foundry worker, wins a contest..."
"['Gerard Butler', 'Ralph Fiennes', 'Lubna Azab...","['Drama', 'Thriller']",101173,Coriolanus,"Caius Martius, aka Coriolanus, is an arrogant ..."
"['Sigourney Weaver', 'Ryan Donowho', 'Emile Hi...","['Comedy', 'Drama']",25350,Imaginary Heroes,"Matt Travis is good-looking, popular, and his ..."
"['Minnie Driver', 'Mary McCormack', 'Kevin McN...","['Action', 'Crime', 'Comedy']",10034,High Heels and Low Lifes,A nurse eavesdrops with a friend on a cell pho...
"['Robin Williams', 'Alexie Gilmore', 'Daryl Sa...","['Comedy', 'Romance']",20178,World's Greatest Dad,"Robin Williams stars as Lance Clayton, a man w..."
"['Danny Dyer', 'Laura Harris', 'Toby Stephens']","['Horror', 'Comedy', 'Thriller']",5072,Severance,"Members (Danny Dyer, Laura Harris, Tim McInner..."
"['William H. Macy', 'Joe Mantegna', 'Denise Ri...","['Drama', 'Thriller']",18191,Edmond,Seemingly mild-mannered businessman Edmond Bur...
"['Kristen Stewart', 'James Gandolfini', 'Melis...",['Drama'],31007,Welcome to the Rileys,"Years after their teenage daughter’s death, Lo..."
"['George Gaynes', 'G. W. Bailey', 'Leslie East...","['Comedy', 'Crime']",11546,Police Academy: Mission to Moscow,The Russians need help in dealing with the Maf...
"['Natalie Alyn Lind', 'Michael Rooker', 'Emily...","['Drama', 'Crime']",41894,Blood Done Sign My Name,A drama based on the true story in which a bla...
"['Christian Vazquez', 'Liz Gallardo', 'Angélic...","['War', 'History', 'Drama']",184374,Cinco de Mayo: La Batalla,"On May 5th, 1862, a few thousand Mexican soldi..."
"['Shirley MacLaine', 'Christopher Plummer', 'C...","['Comedy', 'Family', 'Romance']",268171,Elsa & Fred,"Aged, embittered widower, Fred learns to enjoy..."
"['Jackie Chan', 'Sylvester Stallone', 'Whoopi ...",['Comedy'],78149,"An Alan Smithee Film: Burn, Hollywood, Burn",Filmmaker Alan Smithee finds himself the unwil...
"['Justin Timberlake', 'Jeff Bridges', 'Kate Ma...","['Comedy', 'Drama', 'Romance']",24663,The Open Road,Minor leaguer Carlton Garret takes an unexpect...
"['Alexis Bledel', 'Colin Egglesfield', 'Anna C...","['Comedy', 'Romance']",39037,The Good Guy,Ambitious young Manhattanite and urban conserv...
"['Uma Thurman', 'Minnie Driver', 'Anthony Edwa...","['Comedy', 'Drama']",22805,Motherhood,Motherhood is a comedy written and directed by...
"['Corbin Bleu', 'Sandra Echeverría', 'Madison ...","['Drama', 'Family']",39055,Free Style,Cale Bryant is determined to win a coveted spo...
"['Nicole Kidman', 'Joseph Fiennes', 'Hugo Weav...","['Drama', 'Thriller']",245846,Strangerland,"Newly arrived to a remote desert town, Catheri..."
"['Ice Cube', 'Mike Epps', 'Young Jeezy']",['Comedy'],25186,Janky Promoters,Two shady concert promoters get into hot water...
"['Jessica Simpson', 'Luke Wilson', 'Rachael Le...","['Comedy', 'Romance']",15017,Blonde Ambition,A young professional woman (Simpson) unwitting...
"['Elijah Wood', 'John Hurt', 'Leonor Watling']","['Crime', 'Mystery', 'Thriller']",12245,The Oxford Murders,"At Oxford University, a professor and a grad s..."
"['Adrienne Pickering', 'Zoe Naylor', 'Gyton Gr...","['Drama', 'Horror', 'Thriller']",49787,The Reef,A great white shark hunts the crew of a capsiz...
"['Hank Azaria', 'Jesse Bradford', 'Zooey Desch...","['Comedy', 'Drama']",16358,Eulogy,A black comedy that follows three generations ...
"['Nathan Fillion', 'Katee Sackhoff', 'Craig Fa...","['Thriller', 'Drama', 'Horror']",7006,White Noise 2: The Light,A man's family brought back from the verge of ...
"['Tyrone Brown', 'Mishael Morgan', 'Nikki Grant']","['Music', 'Drama']",66767,Beat the World,"Three dance crews – one Latin American, one Eu..."
"['Ben Kingsley', 'Jim Sturgess', 'Kevin Zegers']","['Action', 'Thriller']",17622,Fifty Dead Men Walking,Based on Martin McGartland's real life story a...
"['Drake Bell', 'Rob Schneider', 'Brianne Sidda...","['Family', 'Animation', 'Adventure']",283671,Jungle Shuffle,In this turbulent jungle adventure an outcast ...
"['Jeff Goldblum', 'Willem Dafoe', 'Derek Jacobi']","['Drama', 'War']",18516,Adam Resurrected,"Before the war, in Berlin, Adam was an enterta..."
"['Ingvar Eggert Sigurðsson', 'Charlotte Bøving...","['Drama', 'Romance', 'Comedy']",217708,Hross í oss,A country romance about the human streak in th...
"['Shabana Azmi', 'Goldy Notay', 'Sendhil Ramam...","['Comedy', 'Romance']",42057,Hai Marjawaan!,Indian mother Mrs Sethi's (Azmi) obsession wit...
"['Cuba Gooding Jr.', 'Ray Winstone', 'Ron Perl...","['Action', 'Horror', 'Thriller']",17577,The Devil's Tomb,Captain Mack leads an elite military unit on a...
"['Kristin Kreuk', 'Jimi Mistry', 'Neve Campbell']","['Drama', 'Foreign', 'Romance']",14608,Partition,"Determined to leave the ravages of war behind,..."
"['Luke Perry', 'LeAnn Rimes', 'Jimmi Simpson']",['Comedy'],34417,Good Intentions,Meet Etta Milford. Loving Wife. Doting Mother....
"['Song Kang-ho', 'Lee Byung-hun', 'Jung Woo-su...","['Action', 'Adventure', 'Comedy']",15067,"좋은 놈, 나쁜 놈, 이상한 놈",The story of three Korean outlaws in 1930s Man...
"['Paz de la Huerta', 'Katrina Bowden', 'Kathle...","['Horror', 'Thriller']",78383,Nurse 3-D,"Abby Russell, a beautiful, dedicated nurse wit..."
"['Sienna Guillory', 'Tyler Mane', 'Callum Keit...","['Drama', 'Action', 'Comedy']",43090,Gunless,A quiet and peaceful community in the Dominion...
"['Jesse Eisenberg', 'Kristen Stewart', 'Martin...",['Comedy'],16614,Adventureland,"In the summer of 1987, a college graduate take..."
"['Andy García', 'Richard Bradford', 'Nestor Ca...","['Drama', 'Romance']",9700,The Lost City,"In Havana, Cuba in the late 1950's, a wealthy ..."
"['Ice Cube', 'Mike Epps', 'Justin Pierce']",['Comedy'],10471,Next Friday,"Ice Cube returns as Craig Jones, a streetwise ..."
"['Hayden Christensen', 'Adrien Brody', 'Jordan...",['Action'],250066,American Heist,"Two brothers, both with troubled paths, find t..."
"['Sean Connery', 'Akiko Wakabayashi', 'Karin D...","['Action', 'Thriller', 'Adventure']",667,You Only Live Twice,A mysterious space craft kidnaps a Russian and...
"['Ed Speleers', 'Will Poulter', 'Alfie Allen']","['Drama', 'Action', 'Comedy']",208869,Plastic,Sam &amp; Fordy run a credit card fraud scheme...
"['Emmanuelle Riva', 'Jean-Louis Trintignant', ...","['Drama', 'Romance']",86837,Amour,Georges and Anne are in their eighties. They a...
"['Tom Skerritt', 'Nancy Allen', ""Heather O'Rou...","['Horror', 'Thriller']",10306,Poltergeist III,Carol Anne has been sent to live with her Aunt...
"['Roger Cross', 'Scott Adkins', 'Daniella Alon...","['Horror', 'Science Fiction']",106845,Re-Kill,"Five years after a zombie outbreak, the men an..."
"['Spencer Tracy', 'Milton Berle', 'Sid Caesar']","['Action', 'Adventure', 'Comedy']",11576,"It's a Mad, Mad, Mad, Mad World",A group of strangers come across a man dying a...
"['Penélope Cruz', 'Carmen Maura', 'Lola Dueñas']","['Comedy', 'Drama', 'Romance']",219,Volver,Raimunda (Penélope Cruz) works and lives Madri...
"['Rodger Bumpass', 'Jackie Burroughs', 'Joe Fl...","['Animation', 'Science Fiction']",11827,Heavy Metal,A glowing orb terrorizes a young girl with a c...
"['Michael Angarano', 'Sam Rockwell', 'Clive Re...","['Action', 'Comedy', 'Thriller']",22820,Gentlemen Broncos,A teenager attends a fantasy writers' conventi...
"['Ian McKellen', 'Annette Bening', 'Jim Broadb...","['Drama', 'War']",31174,Richard III,Shakespeare's Play transplanted into a 1930s s...
"['James Marsden', 'Thomas Jane', 'Piper Perabo']","['Action', 'Horror', 'Thriller']",244316,Into the Grizzly Maze,Two estranged brothers reunite at their childh...
"['Hrithik Roshan', 'Bárbara Mori', 'Kabir Bedi']","['Drama', 'Action', 'Romance']",37737,Kites,"In the harsh terrain of the Mexican desert, a ..."
"['Kirsten Dunst', 'Charlotte Gainsbourg', 'Kie...","['Drama', 'Science Fiction']",62215,Melancholia,Two sisters find their already strained relati...
"['Josh Lucas', 'Rachael Taylor', 'Rohan Nichol']","['Drama', 'Comedy', 'Family']",66125,Red Dog,Based on the legendary true story of the Red D...
"['Shah Rukh Khan', 'Katrina Kaif', 'Anushka Sh...","['Drama', 'Romance']",132316,Jab Tak Hai Jaan,"An ex-army man, leading a double life in Londo..."
"['Tom Skerritt', 'Sigourney Weaver', 'Veronica...","['Horror', 'Action', 'Thriller']",348,Alien,"During its return to the earth, commercial spa..."
"['Marilyn Burns', 'Allen Danziger', 'Paul A. P...",['Horror'],30497,The Texas Chain Saw Massacre,Five friends visiting their grandfather's hous...
"['Dakota Fanning', 'Kristen Stewart', 'Michael...","['Drama', 'Music']",27586,The Runaways,"Joan Jett and Cherie Currie, two rebellious te..."
"['Chaim Topol', 'Norma Crane', 'Leonard Frey']","['Drama', 'Romance']",14811,Fiddler on the Roof,This lavishly produced and critically acclaime...
"['Sean Connery', 'Claudine Auger', 'Adolfo Celi']","['Adventure', 'Action', 'Thriller']",660,Thunderball,A criminal organization has obtained two nucle...
"['Shanley Caswell', 'Josh Hutcherson', 'Spence...","['Horror', 'Comedy', 'Science Fiction']",68684,Detention,As a killer named Cinderhella stalks the stude...
"['Nicole Grimaudo', 'Riccardo Scamarcio', 'Ale...","['Comedy', 'Drama', 'Romance']",40794,Mine vaganti,"Tommaso is the youngest son of the Cantones, a..."
"['Jada Pinkett Smith', 'Queen Latifah', 'Vivic...","['Drama', 'Action', 'Crime']",9400,Set It Off,"Four black women, all of whom have suffered fo..."
"['Nia Long', 'Morris Chestnut', 'Harold Perrin...","['Drama', 'Comedy']",16162,The Best Man,"Harper, a writer who's about to explode into t..."
"['Catherine Hicks', 'Chris Sarandon', 'Alex Vi...","['Horror', 'Thriller']",10585,Child's Play,A single mother gives her son a beloved doll f...
"['Michael Moore', 'George W. Bush', 'Bill Clin...",['Documentary'],2359,Sicko,Sicko is a Michael Moore documentary about the...
"['Frank Grillo', 'Carmen Ejogo', 'Zach Gilford']","['Horror', 'Thriller']",238636,The Purge: Anarchy,Three groups of people are trying to survive P...
"['Freddie Prinze Jr.', 'Julia Stiles', 'Selma ...","['Comedy', 'Drama', 'Family']",10472,Down to You,"College coeds in New York City, Al, the son of..."
"['John Cho', 'Kal Penn', 'Paula Garcés']","['Comedy', 'Adventure']",11282,Harold & Kumar Go to White Castle,"Sometimes, it takes a strange night to put eve..."
"['Gary Oldman', 'Joan Allen', 'Jeff Bridges']","['Drama', 'Thriller']",6521,The Contender,Political thriller about Laine Hanson's nomina...
"['Giovanni Ribisi', 'Vin Diesel', 'Nia Long']","['Crime', 'Drama', 'Thriller']",14181,Boiler Room,A college dropout gets a job as a broker for a...
"['Eddie Murphy', 'Dan Aykroyd', 'Jamie Lee Cur...",['Comedy'],1621,Trading Places,A snobbish investor and a wily street con-arti...
"['Katie Cassidy', 'Michelle Trachtenberg', 'Kr...","['Horror', 'Thriller']",9656,Black Christmas,An escaped maniac returns to his childhood hom...
"['Jamie Foxx', 'Morris Chestnut', 'Jennifer Es...","['Comedy', 'Romance']",16428,Breakin' All the Rules,"Inspired by his fiancée (who dumped him), a ma..."
"['Kenneth Branagh', 'Derek Jacobi', 'Brian Ble...","['War', 'Drama', 'History']",10705,Henry V,Gritty adaption of William Shakespeare's play ...
"['Laura Linney', 'Philip Seymour Hoffman', 'Ph...",['Drama'],8272,The Savages,A sister and brother face the realities of fam...
"['Roselyn Sánchez', 'Sofía Vergara', 'Jaci Vel...","['Comedy', 'Romance']",24621,Chasing Papi,Playboy Thomas Fuentes has so far been able to...
"['Benicio del Toro', 'Ryan Phillippe', 'Juliet...","['Action', 'Crime', 'Drama']",1619,The Way of the Gun,Parker and Longbaugh are a pair of low-level p...
"['Kieran Culkin', 'Claire Danes', 'Jeff Goldbl...","['Comedy', 'Drama']",9685,Igby Goes Down,A young man's peculiar upbringing renders him ...
"['Jeremy Piven', 'Chris Young', 'David Spade']",['Comedy'],14425,PCU,Nervous high school senior Tom Lawrence visits...
"['James Garner', 'Drew Fuller', 'Abigail Bresl...","['Romance', 'Drama', 'Family']",14624,The Ultimate Gift,"When his wealthy grandfather finally dies, Jas..."
"['Robert Urich', 'Mary Crosby', 'Michael D. Ro...","['Action', 'Science Fiction', 'Comedy']",10179,The Ice Pirates,"The time is the distant future, where by far t..."
"['Jesse Lee Soffer', 'Christopher Shand', 'Car...",['Drama'],15568,Gracie,This is the story of a teenager named Gracie B...
"['David Duchovny', 'Julianne Moore', 'Billy Cr...","['Comedy', 'Drama', 'Romance']",14057,Trust the Man,"Overachieving actress, Rebecca (Moore), must c..."
"['Steve Coogan', 'Catherine Keener', 'Joseph J...","['Comedy', 'Music']",12621,Hamlet 2,"From the same people that brought you ""Little ..."
"['Ewan McGregor', 'Christian Bale', 'Jonathan ...","['Drama', 'Music']",1808,Velvet Goldmine,Almost a decade has elapsed since Bowie esque ...
"['Kwak Do-won', 'Hwang Jung-min', 'Chun Woo-hee']","['Horror', 'Mystery']",293670,곡성,A stranger arrives in a little village and soo...
"['Dianna Agron', 'Lea Michele', 'Gwyneth Paltr...","['Documentary', 'Music', 'Family']",67675,Glee: The Concert Movie,A concert documentary shot during the Glee Liv...
"['M.L. Piyapas Bhirombhakdi', 'Sarunyu Wongkra...","['Drama', 'Foreign', 'History']",27329,สุริโยไท,"During the 16th century, as Thailand contends ..."
"['Adrienne Barbeau', 'Harvey Keitel', 'Ramy Za...","['Horror', 'Thriller']",29514,Due occhi diabolici,Two horror segments based on Edgar Allan Poe s...
"['Lambert Wilson', 'Franck Dubosc', 'Florence ...",['Comedy'],250349,Barbecue,"On his 50th birthday, a man who's been watchin..."
"['James Corden', 'Timothy Spall', 'Ruth Sheen']","['Comedy', 'Drama']",12454,All or Nothing,"Penny's love for her partner, taxi-driver Phil..."
"[""Q'orianka Kilcher"", 'Barry Pepper', 'Will Pa...",['Drama'],39806,Princess Kaiulani,Lush scenery and gorgeous photography highligh...
"['Sapphire Boyce', 'Christian Byers', 'Vince C...","['Drama', 'Family', 'Foreign']",15699,Opal Dream,Pobby &amp; Dingan are invisible. They live in...
"['Thure Lindhardt', 'Mads Mikkelsen', 'Stine S...","['Crime', 'Drama', 'History']",8883,Flammen & Citronen,"During Nazi occupation, red-headed Bent Faursc..."
"['Kip Pardue', 'Carrie Fisher', 'Shannyn Sossa...","['Comedy', 'Romance']",17926,Undiscovered,A group of aspiring entertainers try to establ...
"['Andrew Garfield', 'David Morrissey', 'John H...","['Thriller', 'Mystery', 'Crime']",291081,Red Riding: In the Year of Our Lord 1974,"It's Yorkshire in 1974, and fear, mistrust and..."
"['Michel Blanc', 'Catherine Deneuve', 'Émilie ...","['Drama', 'Romance']",41248,La Fille du RER,The Girl on the Train is a 2009 French drama f...
"['Sarah Michelle Gellar', 'David Thewlis', 'Jo...","['Drama', 'Romance']",25968,Veronika Decides to Die,"After a frantic suicide attempt, Veronika awak..."
"['Paul Hogan', 'Linda Kozlowski', 'Mark Blum']","['Adventure', 'Comedy']",9671,Crocodile Dundee,When a New York reporter plucks crocodile hunt...
"['Terence Stamp', 'John Hurt', 'Sean Pertwee']","['Animation', 'Science Fiction']",52010,"Ultramarines: A Warhammer 40,000 Movie",A squad of Ultramarines answer a distress call...
"['Ryan Phillippe', 'Sarah Polley', 'Piper Pera...","['Thriller', 'Mystery', 'Science Fiction']",11588,The I Inside,"Simon Cable wakes up in a hospital bed, confus..."
"['Brendan Cowell', 'Harrison Gilbertson', 'Ste...","['Drama', 'History', 'War']",43418,Beneath Hill 60,The true story of Australia's cat-and-mouse un...
"['Karin Viard', 'JoeyStarr', 'Marina Foïs']",['Drama'],71157,Polisse,The daily grind for the cops of the Police Dep...
"['Hayden Christensen', 'Jessica Alba', 'Terren...","['Thriller', 'Crime', 'Mystery']",13483,Awake,"While undergoing heart surgery, a man experien..."
"['Tom Kane', 'Corey Burton', 'Mat Lucas']","['Action', 'Adventure', 'Animation']",333355,Star Wars: Clone Wars (Volume 1),"The Saga continues with the Emmy-winning ""Star..."
"['Dolph Lundgren', 'Tony Jaa', 'Ron Perlman']","['Thriller', 'Action', 'Drama']",327833,Skin Trade,After his family is killed by a Serbian gangst...
"['Jason Patric', 'Corey Haim', 'Corey Feldman']","['Horror', 'Comedy']",1547,The Lost Boys,A mother and her two teenage sons move to a se...
"['Jeff Bridges', 'Maggie Gyllenhaal', 'Colin F...","['Drama', 'Music', 'Romance']",25196,Crazy Heart,When reporter Jean Craddock interviews Bad Bla...
"['Bette Midler', 'Alan Bates', 'Frederic Forre...","['Drama', 'Music', 'Romance']",16323,The Rose,Midler is the rock-and-roll singer Mary Rose F...
"['Paula Patton', 'Adam Brody', 'Djimon Hounsou']",['Comedy'],175528,Baggage Claim,Pledging to keep herself from being the oldest...
"['Jane Fonda', 'John Phillip Law', 'Anita Pall...",['Science Fiction'],8069,Barbarella,"In the far future, a highly sexual woman is ta..."
"['Stian Smestad', 'Gabriel Byrne', 'Louisa Mil...","['Adventure', 'Family']",71805,Håkon Håkonsen,A young Norwegian boy in 1850s England goes to...
"['Matthew Broderick', 'Reese Witherspoon', 'Ch...",['Comedy'],9451,Election,A high school teacher's personal life becomes ...
"['Kal Penn', 'Tabu', 'Irrfan Khan']",['Drama'],16727,The Namesake,"American-born Gogol, the son of Indian immigra..."
"['Mae Whitman', 'Robbie Amell', 'Bella Thorne']","['Romance', 'Comedy']",272693,The DUFF,Bianca's universe turns upside down when she l...
"['Mariah Carey', 'Max Beesley', 'Terrence Howa...","['Drama', 'Romance']",10696,Glitter,Similar to Mariah's life story. Mariah plays t...
"['Chad Michael Murray', 'Katee Sackhoff', 'Abi...","['Horror', 'Drama', 'Thriller']",150202,The Haunting in Connecticut 2: Ghosts of Georgia,Sequel to the 2009 mezzo-mezzo supernatural ho...
"['Sol Kyung-gu', 'Heo Jun-ho', 'Ahn Sung-Ki']","['Action', 'Drama', 'History']",19644,실미도,"On 31 January 1968, 31 North Korean commandos ..."
"['Abbie Cornish', 'Ben Whishaw', 'Paul Schneid...","['Drama', 'Romance']",29963,Bright Star,"In 1818, high-spirited young Fanny Brawne find..."
"['Shah Rukh Khan', 'Kajol', 'Jimmy Shergill']","['Drama', 'Romance']",26022,My Name Is Khan,"Rizwan Khan, a Muslim from the Borivali sectio..."
['Robert Redford'],"['Action', 'Adventure', 'Drama']",152747,All Is Lost,"Deep into a solo voyage in the Indian Ocean, a..."
"['Mary Elizabeth Mastrantonio', 'David Stratha...","['Adventure', 'Drama', 'Thriller']",62676,Limbo,Unconventional narrative about the interaction...
"['Akshay Kumar', 'Katrina Kaif', 'Rishi Kapoor']","['Drama', 'Foreign', 'Romance']",20360,Namastey London,Indian-born Manmohan Malhotra decided to re-lo...
"['Cillian Murphy', 'Pádraic Delaney', 'Liam Cu...","['Drama', 'History', 'War']",1116,The Wind That Shakes the Barley,Set during the 1920’s Irish revolution against...
"['Ranbir Kapoor', 'Deepika Padukone', 'Kalki K...",['Romance'],185008,Yeh Jawaani Hai Deewani,Yeh Jawaani Hai Deewani features two polar opp...
"['Robert Taylor', 'Deborah Kerr', 'Leo Genn']","['Drama', 'History', 'Romance']",11620,Quo Vadis,"Set against the back drop of Rome in crisis, G..."
"['Alexa PenaVega', 'Paul Sorvino', 'Anthony St...","['Horror', 'Comedy', 'Music']",14353,Repo! The Genetic Opera,A worldwide epidemic encourages a bio-tech com...
"['Muhammed Necati Şaşmaz', 'Billy Zane', 'Ghas...","['Adventure', 'Drama', 'Action']",11818,Kurtlar vadisi - Irak,The movie opens with a fictionalized depiction...
"['John Travolta', 'Samuel L. Jackson', 'Uma Th...","['Thriller', 'Crime']",680,Pulp Fiction,"A burger-loving hit man, his philosophical par..."
"['Jim Henson', 'Frank Oz', 'Jerry Nelson']","['Adventure', 'Comedy', 'Family']",11176,The Muppet Movie,Kermit the Frog is persuaded by agent Dom DeLu...
"['Jake Gyllenhaal', 'Rene Russo', 'Riz Ahmed']","['Crime', 'Drama', 'Thriller']",242582,Nightcrawler,"When Lou Bloom, desperate for work, muscles in..."
"['Kevin Heffernan', 'Jay Chandrasekhar', 'Paul...","['Comedy', 'Horror']",11217,Club Dread,When a serial killer interrupts the fun at the...
"['Julie Andrews', 'Christopher Plummer', 'Elea...","['Drama', 'Family', 'Music']",15121,The Sound of Music,Film adaptation of a classic Rodgers and Hamme...
"['Tom Hanks', 'Daryl Hannah', 'Eugene Levy']","['Comedy', 'Fantasy', 'Romance']",2619,Splash,A successful businessman falls in love with th...
"['Greg Kinnear', 'Toni Collette', 'Steve Carell']","['Comedy', 'Drama']",773,Little Miss Sunshine,"A family loaded with quirky, colorful characte..."
"['Wil Wheaton', 'River Phoenix', 'Corey Feldman']","['Crime', 'Drama']",235,Stand by Me,"After the death of a friend, a writer recounts..."
"['Cillian Murphy', 'Naomie Harris', 'Noah Hunt...","['Horror', 'Thriller', 'Science Fiction']",170,28 Days Later,Twenty-eight days after a killer virus was acc...
"['Marques Houston', 'Omarion', 'J-Boog']",['Drama'],14114,You Got Served,"At Mr. Rad's Warehouse, the best hip-hop crews..."
"['Clint Eastwood', 'Patrick McGoohan', 'Robert...","['Crime', 'Drama']",10734,Escape from Alcatraz,Escape from Alcatraz tells the story of the on...
"['Sanaa Lathan', 'Taye Diggs', 'Yasiin Bey']","['Comedy', 'Romance']",37964,Brown Sugar,Sidney is a writer who's just left her L.A. Ti...
"['Lynn Whitfield', 'Martin Lawrence', 'Regina ...","['Comedy', 'Thriller', 'Crime']",28121,A Thin Line Between Love and Hate,Nightclub manager Darnell Wright is a perpetua...
"['Joseph Gordon-Levitt', 'Seth Rogen', 'Anna K...","['Comedy', 'Drama']",40807,50/50,"Inspired by a true story, a comedy centered on..."
"['Joshua Jackson', 'Rachael Taylor', 'Megumi O...","['Horror', 'Mystery', 'Thriller']",10885,Shutter,"A newly married couple discovers disturbing, g..."
"['Zac Efron', 'Miles Teller', 'Michael B. Jord...","['Comedy', 'Romance']",225565,That Awkward Moment,Best pals Jason and Daniel indulge in casual f...
"['Chevy Chase', ""Patti D'Arbanville"", 'Dabney ...",['Comedy'],16471,Modern Problems,"Jealous, harried air traffic controller Max Fi..."
"['Mahershala Ali', 'Kofi Siriboe', 'Christophe...",['Adventure'],385736,Kicks,When his hard-earned kicks get snatched by a l...
"['Kenneth Branagh', 'Richard Briers', 'Michael...","['Drama', 'Comedy', 'Romance']",11971,Much Ado About Nothing,"In this Shakespearean farce, Hero and her groo..."
"['George Lazenby', 'Diana Rigg', 'Telly Savalas']","['Adventure', 'Action', 'Thriller']",668,On Her Majesty's Secret Service,James Bond tracks archnemesis Ernst Blofeld to...
"['Heather Langenkamp', 'Robert Englund', 'Miko...","['Horror', 'Thriller', 'Mystery']",11596,New Nightmare,Freddy's back … and he's badder than ever! Nan...
"['Melissa Joan Hart', 'Stephen Collins', 'Adri...","['Drama', 'Comedy', 'Romance']",14429,Drive Me Crazy,Nicole and Chase live next door to each other ...
"['Keke Palmer', 'Laurence Fishburne', 'Angela ...",['Drama'],13751,Akeelah and the Bee,Eleven year-old Akeelah Anderson's life is not...
"['Dave Chappelle', 'Tommy Chong', 'Harland Wil...","['Comedy', 'Crime']",9490,Half Baked,Three lovable party buds try to bail their fri...
"['Renée Zellweger', 'Harry Connick Jr.', 'J.K....",['Comedy'],14536,New in Town,Lucy Hill is an ambitious up-and-coming execut...
"['Christian Bale', 'Willem Dafoe', 'Jared Leto']","['Thriller', 'Drama', 'Crime']",1359,American Psycho,A wealthy New York investment banking executiv...
"['Jennifer Aniston', 'Jake Gyllenhaal', 'Zooey...","['Drama', 'Comedy', 'Romance']",9962,The Good Girl,A discount store clerk strikes up an affair wi...
"['Patrick Huard', 'Colm Feore', 'Michel Beaudry']","['Action', 'Comedy', 'Crime']",15049,Bon Cop Bad Cop,When the body of the executive of hockey Benoi...
